献立日,曜日,中学校献立名,中学校食品名,中学校食品群,エネルギー,たんぱく質
"2024/6/27","木","照り焼きハンバーグ","こいくちしょうゆ",,"",""
"2024/6/27","木","照り焼きハンバーグ","三温糖",5,"",""
"2024/6/27","木","照り焼きハンバーグ","みりん",,"",""
"2024/6/27","木","照り焼きハンバーグ","でん粉",5,"",""
"2024/6/27","木","照り焼きハンバーグ","水",,"",""
"2024/6/27","木","コーンとえだまめのソテー","とうもろこし",4,"",""
"2024/6/27","木","コーンとえだまめのソテー","枝豆",4,"",""
"2024/6/27","木","コーンとえだまめのソテー","ブラックペッパー",,"",""
"2024/6/27","木","コーンとえだまめのソテー","コンソメスープ",,"",""
"2024/6/27","木","コーンとえだまめのソテー","こめ油",6,"",""
"2024/6/27","木","レタスのスープ","ベーコン",1,"",""
"2024/6/27","木","レタスのスープ","たまねぎ",4,"",""
"2024/6/27","木","レタスのスープ","にんじん",3,"",""
"2024/6/27","木","レタスのスープ","レタス",4,"",""
"2024/6/27","木","レタスのスープ","マカロニ(ABC)",5,"",""
"2024/6/27","木","レタスのスープ","コンソメスープ",,"",""
"2024/6/27","木","レタスのスープ","うすくちしょうゆ",,"",""
"2024/6/27","木","レタスのスープ","こしょう",,"",""
"2024/6/27","木","レタスのスープ","水",,"",""
"2024/6/28","金","麦入りごはん","ごはん",5,"914","30.8"
"2024/6/28","金","麦入りごはん","麦",5,"",""
"2024/6/28","金","牛乳","牛乳",2,"",""
"2024/6/28","金","ポークカレー","豚肉",1,"",""
"2024/6/28","金","ポークカレー","大豆",1,"",""
"2024/6/28","金","ポークカレー","にんじん",3,"",""
"2024/6/28","金","ポークカレー","たまねぎ",4,"",""
"2024/6/28","金","ポークカレー","しめじ",4,"",""
"2024/6/28","金","ポークカレー","じゃがいも",5,"",""
"2024/6/28","金","ポークカレー","カレールウ",,"",""
"2024/6/28","金","ポークカレー","水（ミキサー用）",,"",""
"2024/6/28","金","ポークカレー","トマトケチャップ",,"",""
"2024/6/28","金","ポークカレー","リンゴピューレ",4,"",""
"2024/6/28","金","ポークカレー","ウスターソース",,"",""
"2024/6/28","金","ポークカレー","コンソメスープ",,"",""
"2024/6/28","金","ポークカレー","赤ワイン",,"",""
"2024/6/28","金","ポークカレー","こしょう",,"",""
"2024/6/28","金","ポークカレー","こめ油",6,"",""
"2024/6/28","金","ポークカレー","水",,"",""
"2024/6/28","金","ボロニアカツ","ボロニアカツ",1,"",""
"2024/6/28","金","ボロニアカツ","こめ油",6,"",""
"2024/6/28","金","海藻サラダ","ツナ(油漬け)",1,"",""
"2024/6/28","金","海藻サラダ","わかめ",2,"",""
"2024/6/28","金","海藻サラダ","くきわかめ",2,"",""
"2024/6/28","金","海藻サラダ","きゅうり",4,"",""
"2024/6/28","金","海藻サラダ","和風ドレッシング",6,"",""
